m49,country,commodity,production_kt,emissions_total_kt,ef_total_kgCO2e_per_kg,ef_fer_kgCO2e_per_kg,ef_man_kgCO2e_per_kg,ef_res_kgCO2e_per_kg,ef_rice_kgCO2e_per_kg,ef_peat_kgCO2e_per_kg,ef_urea_kgCO2e_per_kg,ef_burn_kgCO2e_per_kg,ef_soil_kgCO2e_per_kg,ef_ent_kgCO2e_per_kg,ef_mms_kgCO2e_per_kg,ef_prp_kgCO2e_per_kg,feed_emissions_kt,ef_feed_kgCO2e_per_kg,ef_with_feed_kgCO2e_per_kg
678,Sao Tome and Principe,oilp,27.4,0.06,0.0022,0.0,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
682,Saudi Arabia,barl,11.8,71.3,6.0595,3.4749,0.4555,0.4175,0.0,0.0,1.1948,0.002,0.5148,,,,,,
682,Saudi Arabia,bcat,39.7,665.47,16.749,,,,,,,,,10.842,0.4245,5.4825,2.53,0.0637,16.8127
682,Saudi Arabia,dcat,2892.7,491.03,0.1697,,,,,,,,,0.1107,0.0053,0.0538,19.15,0.0066,0.1764
682,Saudi Arabia,goat,158.6,1559.85,9.8381,,,,,,,,,5.9021,0.1989,3.7371,2.43,0.0153,9.8534
682,Saudi Arabia,maiz,60.2,12.92,0.2147,0.1243,0.0386,0.0049,0.0,0.0,0.0402,0.0002,0.0065,,,,,,
682,Saudi Arabia,olvs,197.8,2444.61,12.3607,,,,,,,,,10.1743,0.4315,1.7549,2.07,0.0105,12.3712
682,Saudi Arabia,pota,599.0,26.31,0.0439,0.026,0.0045,0.0017,0.0,0.0,0.0089,0.0,0.0027,,,,,,
682,Saudi Arabia,poul,1117.2,805.47,0.721,,,,,,,,,0.0,0.158,0.563,63.29,0.0567,0.7776
682,Saudi Arabia,shee,246.8,4139.11,16.7692,,,,,,,,,10.9277,0.3264,5.5152,5.53,0.0224,16.7916
682,Saudi Arabia,sorg,163.1,36.95,0.2266,0.1473,0.0107,0.0092,0.0,0.0,0.0456,0.0005,0.0131,,,,,,
682,Saudi Arabia,whea,817.0,54.52,0.0667,0.0317,0.0097,0.0055,0.0,0.0,0.0108,0.0003,0.0088,,,,,,
686,Senegal,bcat,74.7,3549.08,47.4949,,,,,,,,,31.213,1.2038,15.0781,38.27,0.5121,48.007
686,Senegal,cass,1420.9,19.01,0.0134,0.0009,0.0025,0.0029,0.0,0.0066,0.0003,0.0001,0.0,,,,,,
686,Senegal,cott,12.1,4.26,0.3524,0.0902,0.0526,0.0277,0.0,0.0933,0.0292,0.0588,0.0006,,,,,,
686,Senegal,dcat,216.7,1436.83,6.6301,,,,,,,,,4.5141,0.1332,1.9827,11.26,0.052,6.6821
686,Senegal,goat,34.9,1516.09,43.4397,,,,,,,,,25.1203,1.2156,17.1038,3.75,0.1074,43.5471
686,Senegal,grou,1591.0,469.51,0.2951,0.0031,0.0296,0.0171,0.0,0.2299,0.0011,0.014,0.0003,,,,,,
686,Senegal,maiz,695.3,196.32,0.2824,0.0217,0.0209,0.007,0.0,0.2154,0.0063,0.0108,0.0002,,,,,,
686,Senegal,oilp,122.5,45.83,0.3743,0.0003,0.0091,0.0,0.0,0.3649,0.0,0.0,0.0,,,,,,
686,Senegal,olvs,7.5,636.69,85.1966,,,,,,,,,52.9273,6.6033,25.666,0.55,0.0738,85.2704
686,Senegal,pigs,18.8,89.82,4.7869,,,,,,,,,0.6227,4.1642,0.0,9.19,0.49,5.2769
686,Senegal,pota,122.7,1.49,0.0121,0.004,0.0009,0.0018,0.0,0.0034,0.0015,0.0005,0.0,,,,,,
686,Senegal,poul,216.6,335.55,1.5494,,,,,,,,,0.0,0.2753,1.2741,63.47,0.2931,1.8425
686,Senegal,rice,1427.0,2677.19,1.876,0.026,0.0097,0.0068,1.4793,0.3369,0.0086,0.0085,0.0003,,,,,,
686,Senegal,shee,54.6,1644.19,30.0882,,,,,,,,,18.904,0.9248,10.2594,7.42,0.1358,30.224
686,Senegal,sorg,412.8,65.51,0.1587,0.0025,0.0329,0.0096,0.0,0.0888,0.0008,0.0239,0.0001,,,,,,
686,Senegal,sugc,1151.4,7.12,0.0062,0.0015,0.0002,0.004,0.0,0.0,0.0004,0.0001,0.0,,,,,,
688,Serbia,barl,529.5,36.02,0.068,0.0338,0.0115,0.0106,0.0,0.0,0.0053,0.0036,0.0032,,,,,,
688,Serbia,bcat,75.3,789.04,10.4787,,,,,,,,,8.1774,1.3583,0.943,33.39,0.4435,10.9222
688,Serbia,bean,7.1,1.59,0.223,0.1028,0.0612,0.022,0.0,0.0,0.0143,0.0156,0.0071,,,,,,
688,Serbia,dcat,1384.0,1527.11,1.1034,,,,,,,,,0.834,0.2084,0.061,89.61,0.0648,1.1682
688,Serbia,goat,21.5,44.7,2.0825,,,,,,,,,1.1183,0.0383,0.9259,5.01,0.2335,2.316
688,Serbia,maiz,5087.6,323.76,0.0636,0.0338,0.0097,0.008,0.0,0.0,0.0055,0.0039,0.0027,,,,,,
688,Serbia,pigs,297.2,548.35,1.8452,,,,,,,,,0.3409,1.5043,0.0,171.64,0.5776,2.4227
688,Serbia,pota,607.9,12.15,0.02,0.0115,0.0036,0.0024,0.0,0.0,0.0017,0.0005,0.0004,,,,,,
688,Serbia,poul,219.3,51.94,0.2368,,,,,,,,,0.0,0.2299,0.007,79.53,0.3627,0.5995
688,Serbia,rape,113.3,10.09,0.0891,0.0508,0.0111,0.0095,0.0,0.0,0.0085,0.0052,0.0041,,,,,,
688,Serbia,shee,42.9,460.24,10.723,,,,,,,,,7.4661,0.333,2.9239,6.5,0.1515,10.8745
688,Serbia,sorg,9.2,0.68,0.0741,0.0376,0.0143,0.0091,0.0,0.0,0.0052,0.0055,0.0023,,,,,,
688,Serbia,soyb,344.8,30.71,0.0891,0.0169,0.0246,0.0221,0.0,0.0,0.0029,0.0118,0.0107,,,,,,
688,Serbia,whea,2904.1,364.37,0.1255,0.0844,0.0108,0.0089,0.0,0.0,0.0133,0.0054,0.0027,,,,,,
694,Sierra Leone,bcat,10.9,672.78,61.8242,,,,,,,,,41.0712,1.4621,19.2909,63.57,5.8416,67.6659
694,Sierra Leone,cass,2788.2,347.65,0.1247,0.0008,0.0032,0.0054,0.0,0.1141,0.0001,0.0011,0.0,,,,,,
694,Sierra Leone,coco,89.3,16.3,0.1825,0.1143,0.026,0.0,0.0,0.0216,0.0207,0.0,0.0,,,,,,
694,Sierra Leone,dcat,147.0,207.83,1.4142,,,,,,,,,0.9724,0.0265,0.4153,105.28,0.7164,2.1307
694,Sierra Leone,goat,1.8,196.79,111.6876,,,,,,,,,65.4455,2.9091,43.333,3.3,1.8708,113.5584
694,Sierra Leone,grou,102.7,260.65,2.539,0.0308,0.0515,0.0457,0.0,2.3915,0.0056,0.0139,0.0,,,,,,
694,Sierra Leone,maiz,28.4,44.91,1.5833,0.0783,0.0545,0.0208,0.0,1.4016,0.0137,0.0145,0.0,,,,,,
694,Sierra Leone,oilp,396.0,224.05,0.5658,0.0009,0.0052,0.0,0.0,0.5595,0.0001,0.0,0.0,,,,,,
694,Sierra Leone,pigs,1.6,33.05,21.2458,,,,,,,,,3.4029,17.8429,0.0,10.72,6.8924,28.1382
694,Sierra Leone,poul,31.3,112.71,3.6056,,,,,,,,,0.0,0.595,3.0106,158.45,5.0691,8.6747
694,Sierra Leone,rcof,4.1,7.57,1.8414,0.0071,0.0337,0.0,0.0,1.8002,0.0004,0.0,0.0,,,,,,
694,Sierra Leone,rice,1374.3,2970.71,2.1616,0.0695,0.0285,0.0252,0.7831,1.2197,0.018,0.0176,0.0,,,,,,
694,Sierra Leone,shee,1.7,181.19,103.855,,,,,,,,,66.0394,2.9695,34.8461,3.93,2.255,106.11
694,Sierra Leone,sorg,57.5,198.57,3.4509,0.0356,0.0614,0.0358,0.0,3.2792,0.0066,0.0322,0.0,,,,,,
694,Sierra Leone,sugc,87.9,14.26,0.1623,0.0075,0.0002,0.0057,0.0,0.147,0.0013,0.0005,0.0,,,,,,
702,Singapore,oilp,82.2,2.27,0.0276,0.02,0.004,0.0,0.0,0.0,0.0036,0.0,0.0,,,,,,
702,Singapore,poul,55.4,6.53,0.1178,,,,,,,,,0.0,0.0381,0.0797,0.0,0.0,0.1178
703,Slovakia,barl,591.2,91.03,0.154,0.0593,0.0101,0.0149,0.0,0.0581,0.0105,0.0001,0.0009,,,,,,
703,Slovakia,bcat,11.7,608.85,52.2039,,,,,,,,,42.1771,7.1883,2.8385,16.83,1.4432,53.6471
703,Slovakia,dcat,944.8,396.33,0.4195,,,,,,,,,0.3438,0.0585,0.0171,165.03,0.1747,0.5942
703,Slovakia,maiz,1083.9,156.52,0.1444,0.0519,0.0086,0.0102,0.0,0.0626,0.0105,0.0001,0.0004,,,,,,
703,Slovakia,pigs,44.8,77.59,1.7323,,,,,,,,,0.4699,1.2624,0.0,123.12,2.7488,4.4812
703,Slovakia,pota,216.0,9.18,0.0425,0.0198,0.0018,0.0027,0.0,0.0149,0.0031,0.0,0.0002,,,,,,
703,Slovakia,poul,7.7,8.76,1.143,,,,,,,,,0.0,1.1279,0.0151,0.0,0.0,1.143
703,Slovakia,rape,392.1,122.6,0.3127,0.1454,0.0172,0.0156,0.0,0.1074,0.0261,0.0002,0.0008,,,,,,
703,Slovakia,shee,12.0,85.24,7.1179,,,,,,,,,5.108,0.3115,1.6985,6.07,0.5067,7.6246
703,Slovakia,sorg,40.1,2.26,0.0562,0.0133,0.0023,0.0026,0.0,0.0354,0.0026,0.0,0.0,,,,,,
703,Slovakia,soyb,153.0,25.6,0.1673,0.0473,0.014,0.0137,0.0,0.0818,0.0097,0.0003,0.0005,,,,,,
703,Slovakia,whea,1925.2,318.82,0.1656,0.072,0.0097,0.0118,0.0,0.0597,0.0115,0.0002,0.0008,,,,,,
704,Viet Nam,bcat,259.0,9693.2,37.4245,,,,,,,,,27.7216,4.966,4.7369,71.17,0.2748,37.6993
704,Viet Nam,bean,134.8,29.53,0.219,0.0362,0.1401,0.0237,0.0,0.0078,0.0042,0.0069,0.0,,,,,,
704,Viet Nam,buff,96.4,4615.46,47.857,,,,,,,,,35.6846,6.1586,6.0138,9.12,0.0946,47.9516
704,Viet Nam,cass,9448.1,331.89,0.0351,0.0184,0.0079,0.0055,0.0,0.0006,0.0022,0.0004,0.0,,,,,,
704,Viet Nam,coff,47.6,39.68,0.8339,0.6758,0.0558,0.0,0.0,0.0225,0.0799,0.0,0.0,,,,,,
704,Viet Nam,dcat,1221.7,903.92,0.7399,,,,,,,,,0.4801,0.2201,0.0396,36.95,0.0302,0.7701
704,Viet Nam,goat,23.4,584.92,24.9527,,,,,,,,,14.5352,0.7328,9.6847,1.67,0.0711,25.0237
704,Viet Nam,grou,379.1,96.68,0.255,0.1253,0.0601,0.0292,0.0,0.0203,0.0148,0.0053,0.0,,,,,,
704,Viet Nam,maiz,4214.4,1827.85,0.4337,0.3389,0.0415,0.0101,0.0,0.0009,0.0405,0.0017,0.0,,,,,,
704,Viet Nam,oilp,34.0,3.59,0.1058,0.0614,0.0084,0.0,0.0,0.0304,0.0056,0.0,0.0,,,,,,
704,Viet Nam,pigs,3619.7,4579.91,1.2653,,,,,,,,,0.1576,1.1077,0.0,973.02,0.2688,1.5341
704,Viet Nam,pota,334.7,19.33,0.0577,0.0386,0.0114,0.0032,0.0,0.0,0.0045,0.0001,0.0,,,,,,
704,Viet Nam,poul,2052.4,1651.68,0.8048,,,,,,,,,0.0,0.2801,0.5246,420.28,0.2048,1.0095
704,Viet Nam,rcof,1627.0,954.72,0.5868,0.4806,0.0444,0.0,0.0,0.0043,0.0575,0.0,0.0,,,,,,
704,Viet Nam,rice,41940.9,57939.63,1.3815,0.0803,0.0178,0.0082,1.2421,0.006,0.0237,0.0035,0.0,,,,,,
704,Viet Nam,rubb,1268.6,336.92,0.2656,0.1581,0.0842,0.0,0.0,0.0043,0.019,0.0,0.0,,,,,,
704,Viet Nam,soyb,44.2,32.73,0.7405,0.4543,0.13,0.0398,0.0,0.0493,0.0535,0.0136,0.0001,,,,,,
704,Viet Nam,sugc,11472.3,530.58,0.0462,0.0344,0.0025,0.0043,0.0,0.0006,0.004,0.0004,0.0,,,,,,
705,Slovenia,barl,96.8,49.25,0.5087,0.1767,0.0535,0.0202,0.0,0.2065,0.0105,0.0033,0.0379,,,,,,
705,Slovenia,bcat,30.8,681.46,22.1046,,,,,,,,,17.2228,2.9858,1.8961,19.71,0.6394,22.744
705,Slovenia,dcat,588.5,378.78,0.6437,,,,,,,,,0.4829,0.1271,0.0336,39.74,0.0675,0.7112
705,Slovenia,goat,2.1,5.78,2.7441,,,,,,,,,1.5096,0.0496,1.1849,0.35,0.1654,2.9095
705,Slovenia,maiz,409.0,113.88,0.2784,0.142,0.0321,0.0096,0.0,0.0668,0.0081,0.002,0.0178,,,,,,
705,Slovenia,pigs,32.5,63.9,1.9681,,,,,,,,,0.3448,1.6233,0.0,17.72,0.5458,2.5139
705,Slovenia,pota,72.4,10.61,0.1465,0.05,0.0098,0.0033,0.0,0.0741,0.0028,0.0,0.0064,,,,,,
705,Slovenia,poul,69.7,14.19,0.2036,,,,,,,,,0.0,0.1969,0.0067,31.51,0.4519,0.6555
705,Slovenia,rape,9.3,7.04,0.7564,0.3891,0.0798,0.0173,0.0,0.2102,0.0255,0.0035,0.0311,,,,,,
705,Slovenia,shee,2.3,32.27,13.8945,,,,,,,,,9.7856,0.464,3.6449,0.34,0.1465,14.041
705,Slovenia,sorg,1.2,0.44,0.3595,0.204,0.0745,0.0152,0.0,0.0337,0.0099,0.0,0.0222,,,,,,
705,Slovenia,soyb,21.8,4.09,0.188,0.0589,0.0419,0.0082,0.0,0.0596,0.0035,0.0019,0.014,,,,,,
705,Slovenia,whea,160.4,89.38,0.5572,0.236,0.0485,0.014,0.0,0.216,0.0133,0.0035,0.026,,,,,,
706,Somalia,bcat,54.0,4421.52,81.9445,,,,,,,,,54.3413,2.0185,25.5848,0.02,0.0003,81.9449
706,Somalia,bean,26.9,6.47,0.2406,0.0026,0.1451,0.0443,0.0,0.0,0.0003,0.0155,0.0328,,,,,,
706,Somalia,cass,96.2,1.89,0.0196,0.0,0.0132,0.0031,0.0,0.0,0.0,0.0002,0.0032,,,,,,
706,Somalia,cott,7.0,1.81,0.2596,0.0173,0.2009,0.0188,0.0,0.0,0.0045,0.0026,0.0155,,,,,,
706,Somalia,dcat,457.4,2079.99,4.5472,,,,,,,,,3.122,0.0888,1.3365,0.02,0.0,4.5473
706,Somalia,goat,407.7,2674.87,6.5615,,,,,,,,,3.8375,0.1774,2.5466,0.04,0.0001,6.5616
706,Somalia,grou,7.9,1.3,0.1638,0.0004,0.1245,0.0203,0.0,0.0,0.0,0.0046,0.014,,,,,,
706,Somalia,maiz,102.8,9.79,0.0952,0.0166,0.0417,0.0125,0.0,0.0,0.0034,0.0045,0.0164,,,,,,
706,Somalia,olvs,1019.7,11051.94,10.8383,,,,,,,,,8.7958,0.498,1.5445,0.06,0.0001,10.8384
706,Somalia,poul,4.1,9.27,2.2855,,,,,,,,,0.0,0.3977,1.8877,0.0,0.0004,2.2859
706,Somalia,rice,2.0,4.89,2.4873,0.0054,0.0059,0.0072,2.4509,0.0,0.0,0.0016,0.0163,,,,,,
706,Somalia,shee,333.9,2369.05,7.0955,,,,,,,,,4.5032,0.2105,2.3819,0.05,0.0001,7.0956
706,Somalia,sorg,71.0,19.16,0.27,0.0109,0.1739,0.045,0.0,0.0,0.0024,0.0048,0.033,,,,,,
706,Somalia,sugc,214.3,1.26,0.0059,0.0007,0.0011,0.002,0.0,0.0,0.0002,0.0001,0.0018,,,,,,
706,Somalia,whea,1.0,0.85,0.8258,0.0391,0.7154,0.026,0.0,0.0,0.0072,0.0,0.038,,,,,,
710,South Africa,barl,373.4,57.71,0.1546,0.0469,0.0043,0.0117,0.0,0.0491,0.0256,0.0164,0.0006,,,,,,
710,South Africa,bcat,1089.4,14070.11,12.9151,,,,,,,,,8.5428,0.3125,4.0598,284.69,0.2613,13.1764
710,South Africa,bean,49.7,10.47,0.2106,0.0416,0.0508,0.0153,0.0,0.05,0.0209,0.0241,0.008,,,,,,
710,South Africa,cass,5.4,0.46,0.0861,0.0002,0.0026,0.0035,0.0,0.0779,0.0002,0.0017,0.0,,,,,,
710,South Africa,cott,48.2,17.06,0.3543,0.1035,0.0167,0.0403,0.0,0.0911,0.0525,0.0482,0.0019,,,,,,
710,South Africa,dcat,3840.7,1807.37,0.4706,,,,,,,,,0.3223,0.009,0.1393,122.89,0.032,0.5026
710,South Africa,goat,8.2,777.32,94.6191,,,,,,,,,55.4693,1.9968,37.1529,0.85,0.1037,94.7228
710,South Africa,grou,51.9,4.75,0.0915,0.0121,0.0124,0.013,0.0,0.0361,0.0061,0.0068,0.005,,,,,,
710,South Africa,maiz,12776.8,1788.91,0.14,0.0716,0.0082,0.0058,0.0,0.0079,0.0379,0.0061,0.0026,,,,,,
710,South Africa,pigs,359.4,229.11,0.6375,,,,,,,,,0.0998,0.5376,0.0,90.91,0.253,0.8904
710,South Africa,pota,2617.4,108.0,0.0413,0.019,0.0044,0.0017,0.0,0.0033,0.0096,0.0007,0.0025,,,,,,
710,South Africa,poul,2345.6,707.19,0.3015,,,,,,,,,0.0,0.0504,0.251,544.19,0.232,0.5335
710,South Africa,rape,287.8,34.8,0.1209,0.021,0.0039,0.0051,0.0,0.0581,0.0116,0.021,0.0001,,,,,,
710,South Africa,rice,2.5,1.72,0.677,0.104,0.0103,0.0032,0.2404,0.2479,0.0602,0.011,0.0,,,,,,
710,South Africa,shee,165.4,4481.45,27.0978,,,,,,,,,17.2549,0.6304,9.2125,14.67,0.0887,27.1865
710,South Africa,sorg,97.9,16.37,0.1672,0.0699,0.0173,0.0117,0.0,0.0099,0.0369,0.0156,0.0059,,,,,,
710,South Africa,soyb,1825.9,158.37,0.0867,0.0126,0.0133,0.0058,0.0,0.0396,0.0063,0.0073,0.0018,,,,,,
710,South Africa,sugc,16350.2,477.23,0.0292,0.0086,0.001,0.0026,0.0,0.0121,0.0034,0.0011,0.0003,,,,,,
710,South Africa,whea,1915.3,206.08,0.1076,0.0343,0.0063,0.0078,0.0,0.0274,0.0184,0.0117,0.0017,,,,,,
716,Zimbabwe,barl,57.1,3.87,0.0678,0.0342,0.0041,0.0146,0.0,0.0,0.002,0.0033,0.0095,,,,,,
716,Zimbabwe,bcat,749.9,6023.06,8.0315,,,,,,,,,5.301,0.2023,2.5282,24.8,0.0331,8.0646
716,Zimbabwe,bean,14.8,3.44,0.2317,0.0689,0.0985,0.026,0.0,0.0,0.0051,0.0188,0.0143,,,,,,
716,Zimbabwe,cass,255.1,6.54,0.0256,0.0037,0.013,0.0044,0.0,0.0,0.0002,0.0007,0.0036,,,,,,
716,Zimbabwe,cott,210.2,13.54,0.0644,0.0079,0.0261,0.0121,0.0,0.0,0.0009,0.0075,0.01,,,,,,
716,Zimbabwe,dcat,442.7,1894.33,4.2794,,,,,,,,,2.9254,0.0855,1.2685,1.89,0.0043,4.2837
716,Zimbabwe,goat,25.8,1468.25,56.8511,,,,,,,,,33.251,1.2491,22.351,0.3,0.0117,56.8629
716,Zimbabwe,grou,36.9,22.63,0.6142,0.1217,0.2615,0.104,0.0,0.0,0.0163,0.0331,0.0775,,,,,,
716,Zimbabwe,maiz,637.5,156.06,0.2448,0.1024,0.0775,0.0188,0.0,0.0,0.0136,0.0177,0.0149,,,,,,
716,Zimbabwe,pigs,15.9,50.09,3.1581,,,,,,,,,0.4777,2.6805,0.0,0.45,0.0286,3.1867
716,Zimbabwe,pota,668.6,0.5,0.0007,0.0004,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0001,,,,,,
716,Zimbabwe,poul,158.7,82.31,0.5186,,,,,,,,,0.0,0.0861,0.4325,4.6,0.029,0.5476
716,Zimbabwe,shee,1.6,31.02,19.4985,,,,,,,,,12.3874,0.4701,6.6409,0.03,0.0217,19.5202
716,Zimbabwe,sorg,83.2,31.26,0.3759,0.1546,0.1289,0.0274,0.0,0.0,0.0209,0.0235,0.0206,,,,,,
716,Zimbabwe,soyb,69.2,3.79,0.0548,0.0075,0.0267,0.0084,0.0,0.0,0.0002,0.0049,0.0071,,,,,,
716,Zimbabwe,sugc,6577.5,19.43,0.003,0.0,0.0001,0.0014,0.0,0.0,0.0,0.0002,0.0011,,,,,,
716,Zimbabwe,whea,536.4,12.25,0.0228,0.0115,0.0018,0.0036,0.0,0.0,0.0013,0.0016,0.0029,,,,,,
724,Spain,barl,7359.7,1412.01,0.1919,0.0751,0.0367,0.0187,0.0,0.0001,0.0105,0.0004,0.0503,,,,,,
724,Spain,bcat,700.9,10887.01,15.533,,,,,,,,,11.7717,2.5265,1.2348,191.23,0.2728,15.8058
724,Spain,cott,48.3,82.86,1.7166,1.0917,0.0769,0.1212,0.0,0.0,0.1537,0.0208,0.2522,,,,,,
724,Spain,dcat,7418.0,3295.95,0.4443,,,,,,,,,0.3189,0.1042,0.0213,250.39,0.0338,0.4781
724,Spain,goat,460.8,583.66,1.2667,,,,,,,,,0.7091,0.0269,0.5306,40.18,0.0872,1.3539
724,Spain,maiz,3459.1,424.47,0.1227,0.0462,0.0276,0.0088,0.0,0.0011,0.006,0.0002,0.0327,,,,,,
724,Spain,olvs,5.4,1.54,0.2831,,,,,,,,,0.1915,0.0168,0.0747,0.45,0.083,0.366
724,Spain,pigs,4905.3,8332.4,1.6986,,,,,,,,,0.2522,1.4464,0.0,1600.03,0.3262,2.0248
724,Spain,pota,1933.8,92.81,0.048,0.0222,0.0076,0.0027,0.0,0.0017,0.0022,0.0001,0.0115,,,,,,
724,Spain,poul,2565.0,574.25,0.2239,,,,,,,,,0.0,0.2163,0.0076,565.45,0.2204,0.4443
724,Spain,rape,220.7,44.84,0.2031,0.1025,0.0429,0.0125,0.0,0.0,0.0138,0.0005,0.0309,,,,,,
724,Spain,rice,585.5,756.87,1.2926,0.0798,0.0311,0.0087,1.113,0.0009,0.0126,0.0009,0.0456,,,,,,
724,Spain,shee,632.0,4356.53,6.8935,,,,,,,,,4.9113,0.2391,1.7431,63.15,0.0999,6.9934
724,Spain,sorg,25.1,3.66,0.146,0.0657,0.0324,0.0079,0.0,0.0002,0.0095,0.0003,0.0301,,,,,,
724,Spain,soyb,7.6,0.33,0.0426,0.0024,0.0192,0.004,0.0,0.0,0.0,0.0,0.017,,,,,,
724,Spain,whea,7045.2,1346.89,0.1912,0.0958,0.0379,0.0114,0.0,0.0047,0.012,0.0008,0.0285,,,,,,
728,South Sudan,bcat,133.5,7035.02,52.6851,,,,,,,,,34.8618,1.2809,16.5424,0.71,0.0053,52.6904
728,South Sudan,bean,3.7,0.39,0.1058,0.0,0.0165,0.0124,0.0,0.0533,0.0,0.0236,0.0,,,,,,
728,South Sudan,cass,1707.6,101.22,0.0593,0.0,0.0064,0.0036,0.0,0.046,0.0,0.0032,0.0,,,,,,
728,South Sudan,dcat,2872.1,15149.94,5.2748,,,,,,,,,3.614,0.1017,1.5592,1.52,0.0005,5.2754
728,South Sudan,goat,519.3,4110.18,7.9145,,,,,,,,,4.6154,0.2122,3.0869,0.81,0.0016,7.916
728,South Sudan,grou,195.2,328.5,1.6827,0.0006,0.2213,0.0372,0.0,1.2742,0.0001,0.1493,0.0,,,,,,
728,South Sudan,maiz,153.1,282.19,1.8433,0.0012,0.2581,0.0179,0.0,1.4626,0.0002,0.1032,0.0,,,,,,
728,South Sudan,olvs,3.4,110.06,32.0872,,,,,,,,,21.8126,2.0855,8.1891,0.0,0.0,32.0872
728,South Sudan,poul,50.0,140.55,2.8103,,,,,,,,,0.0,0.4715,2.3388,0.15,0.003,2.8133
728,South Sudan,rice,36.6,230.89,6.2998,0.0009,0.2448,0.0108,4.9341,1.0205,0.0003,0.0883,0.0,,,,,,
728,South Sudan,shee,152.2,3268.03,21.4651,,,,,,,,,13.5888,0.6322,7.2441,0.27,0.0018,21.4669
728,South Sudan,sorg,930.1,854.97,0.9193,0.0009,0.1053,0.0115,0.0,0.7194,0.0002,0.082,0.0,,,,,,
728,South Sudan,sugc,4.0,0.19,0.0468,0.0017,0.0022,0.0045,0.0,0.0379,0.0,0.0006,0.0,,,,,,
729,Sudan,barl,2.1,0.79,0.3756,0.0171,0.025,0.0164,0.0,0.3076,0.0016,0.0079,0.0,,,,,,
729,Sudan,bcat,362.7,28674.69,79.0649,,,,,,,,,52.2051,1.9363,24.9236,0.47,0.0013,79.0662
729,Sudan,bean,11.0,0.32,0.0288,0.0,0.0144,0.0134,0.0,0.0,0.0,0.001,0.0,,,,,,
729,Sudan,cass,44.6,1.47,0.033,0.0,0.0107,0.0056,0.0,0.0129,0.0,0.0039,0.0,,,,,,
729,Sudan,cott,361.3,48.53,0.1343,0.0691,0.0261,0.0214,0.0,0.0035,0.0107,0.0029,0.0006,,,,,,
729,Sudan,dcat,2943.4,14502.6,4.9272,,,,,,,,,3.3691,0.0957,1.4624,0.42,0.0001,4.9273
729,Sudan,goat,1244.2,7230.67,5.8113,,,,,,,,,3.3798,0.1573,2.2742,0.41,0.0003,5.8117
729,Sudan,grou,1682.6,313.07,0.1861,0.0036,0.0922,0.0562,0.0,0.0032,0.0008,0.0295,0.0007,,,,,,
729,Sudan,maiz,51.3,5.73,0.1118,0.0036,0.0354,0.0097,0.0,0.0487,0.0005,0.0139,0.0,,,,,,
729,Sudan,olvs,201.0,10647.11,52.971,,,,,,,,,39.3388,2.9918,10.6403,0.04,0.0002,52.9712
729,Sudan,pota,542.9,5.48,0.0101,0.0008,0.0057,0.0034,0.0,0.0,0.0002,0.0,0.0,,,,,,
729,Sudan,poul,133.3,197.45,1.4818,,,,,,,,,0.0,0.2577,1.2241,0.15,0.0011,1.4829
729,Sudan,rice,29.1,6.43,0.2208,0.0043,0.0261,0.0106,0.1666,0.0045,0.0014,0.0072,0.0001,,,,,,
729,Sudan,shee,671.0,8373.97,12.479,,,,,,,,,7.8811,0.3709,4.2271,0.27,0.0004,12.4794
729,Sudan,sorg,5489.9,521.79,0.095,0.0071,0.0453,0.0164,0.0,0.0054,0.0015,0.0186,0.0007,,,,,,
729,Sudan,sugc,4220.5,28.97,0.0069,0.0011,0.0007,0.0045,0.0,0.0,0.0002,0.0001,0.0003,,,,,,
729,Sudan,whea,489.9,67.91,0.1386,0.0768,0.0286,0.0193,0.0,0.0,0.0117,0.0017,0.0005,,,,,,
740,Suriname,cass,3.7,6.81,1.8518,0.0343,0.0129,0.0075,0.0,1.7864,0.0027,0.008,0.0,,,,,,
740,Suriname,dcat,2.4,2.19,0.9074,,,,,,,,,0.7735,0.0263,0.1075,0.59,0.2445,1.1518
740,Suriname,oilp,1.1,16.19,14.9919,0.5955,0.0986,0.0,0.0,14.2463,0.0515,0.0,0.0,,,,,,
740,Suriname,pigs,1.3,3.14,2.3322,,,,,,,,,0.3853,1.9469,0.0,4.04,3.0001,5.3323
740,Suriname,poul,13.2,15.24,1.154,,,,,,,,,0.0,0.4357,0.7183,20.75,1.5716,2.7256
740,Suriname,rice,199.2,1701.65,8.543,0.1372,0.0137,0.0089,1.3366,6.9389,0.0271,0.0805,0.0001,,,,,,
740,Suriname,sugc,79.9,45.48,0.5693,0.021,0.0008,0.0031,0.0,0.5347,0.0018,0.0079,0.0,,,,,,
748,Eswatini,bcat,19.1,497.28,26.0333,,,,,,,,,17.1894,0.6235,8.2203,2.34,0.1223,26.1556
748,Eswatini,cott,1.9,0.66,0.347,0.1317,0.1131,0.0244,0.0,0.0,0.0403,0.0187,0.0189,,,,,,
748,Eswatini,dcat,47.6,202.12,4.2474,,,,,,,,,2.9043,0.0805,1.2625,0.7,0.0147,4.2621
748,Eswatini,goat,2.9,107.29,36.4245,,,,,,,,,21.3082,0.7587,14.3577,0.14,0.0463,36.4708
