m49,country,commodity,production_kt,emissions_total_kt,ef_total_kgCO2e_per_kg,ef_fer_kgCO2e_per_kg,ef_man_kgCO2e_per_kg,ef_res_kgCO2e_per_kg,ef_rice_kgCO2e_per_kg,ef_peat_kgCO2e_per_kg,ef_urea_kgCO2e_per_kg,ef_burn_kgCO2e_per_kg,ef_soil_kgCO2e_per_kg,ef_ent_kgCO2e_per_kg,ef_mms_kgCO2e_per_kg,ef_prp_kgCO2e_per_kg,feed_emissions_kt,ef_feed_kgCO2e_per_kg,ef_with_feed_kgCO2e_per_kg
188,Costa Rica,pigs,63.3,68.52,1.0828,,,,,,,,,0.2486,0.8342,0.0,2.14,0.0338,1.1166
188,Costa Rica,pota,73.4,5.84,0.0795,0.0573,0.0073,0.0043,0.0,0.0009,0.0046,0.0008,0.0044,,,,,,
188,Costa Rica,poul,233.3,102.99,0.4414,,,,,,,,,0.0,0.1436,0.2978,4.75,0.0204,0.4618
188,Costa Rica,rice,61.8,84.4,1.3664,0.2182,0.0128,0.0193,0.8717,0.1525,0.0503,0.0381,0.0036,,,,,,
188,Costa Rica,sugc,3924.6,90.44,0.023,0.0103,0.0017,0.0042,0.0,0.0032,0.0008,0.0016,0.0012,,,,,,
191,Croatia,barl,303.9,40.42,0.133,0.0266,0.0188,0.0131,0.0,0.0334,0.0042,0.0004,0.0366,,,,,,
191,Croatia,bcat,43.8,600.56,13.6984,,,,,,,,,10.6337,1.8977,1.167,50.1,1.1427,14.8411
191,Croatia,bean,1.1,0.53,0.4735,0.0795,0.0236,0.0171,0.0,0.3468,0.004,0.0016,0.0009,,,,,,
191,Croatia,dcat,513.1,461.51,0.8994,,,,,,,,,0.6747,0.1778,0.0469,80.32,0.1565,1.0559
191,Croatia,goat,5.1,18.44,3.6455,,,,,,,,,1.9969,0.0715,1.5772,2.96,0.5848,4.2303
191,Croatia,maiz,2147.1,307.23,0.1431,0.0543,0.0128,0.0071,0.0,0.0366,0.0094,0.0002,0.0226,,,,,,
191,Croatia,pigs,120.0,216.68,1.806,,,,,,,,,0.3248,1.4812,0.0,144.4,1.2036,3.0096
191,Croatia,pota,159.2,13.74,0.0863,0.027,0.0087,0.0035,0.0,0.0336,0.0032,0.0001,0.0103,,,,,,
191,Croatia,poul,86.5,33.98,0.3926,,,,,,,,,0.0,0.3783,0.0144,52.35,0.605,0.9977
191,Croatia,rape,52.6,31.06,0.5902,0.2625,0.0594,0.0255,0.0,0.1206,0.0496,0.0007,0.0719,,,,,,
191,Croatia,shee,9.7,182.09,18.8003,,,,,,,,,13.2495,0.6021,4.9488,4.61,0.4755,19.2758
191,Croatia,soyb,242.8,30.58,0.1259,0.033,0.0225,0.012,0.0,0.0224,0.0067,0.0004,0.0289,,,,,,
191,Croatia,whea,827.2,156.24,0.1889,0.0761,0.0183,0.0106,0.0,0.041,0.012,0.0009,0.0299,,,,,,
192,Cuba,bcat,56.0,5754.49,102.6914,,,,,,,,,79.2148,1.8673,21.6092,68.56,1.2235,103.9149
192,Cuba,bean,44.8,218.26,4.876,0.031,0.1214,0.0257,0.0,4.3371,0.0035,0.174,0.1833,,,,,,
192,Cuba,cass,717.8,329.46,0.459,0.0024,0.0113,0.0046,0.0,0.3998,0.0003,0.0084,0.0322,,,,,,
192,Cuba,coco,1.1,5.89,5.2443,0.0346,0.1229,0.0,0.0,5.0827,0.0042,0.0,0.0,,,,,,
192,Cuba,coff,7.0,64.99,9.3105,0.1197,0.235,0.0,0.0,8.9421,0.0137,0.0,0.0,,,,,,
192,Cuba,dcat,215.3,602.94,2.8002,,,,,,,,,2.4,0.0763,0.3238,58.56,0.272,3.0721
192,Cuba,goat,9.2,138.96,15.0811,,,,,,,,,8.7692,0.4194,5.8924,3.71,0.4026,15.4837
192,Cuba,maiz,211.9,377.16,1.7797,0.0134,0.0412,0.0105,0.0,1.5768,0.0015,0.0603,0.0761,,,,,,
192,Cuba,pigs,16.1,158.44,9.8329,,,,,,,,,1.6301,8.2029,0.0,166.01,10.3027,20.1356
192,Cuba,pota,72.7,16.08,0.2214,0.0043,0.0106,0.0033,0.0,0.179,0.0005,0.0045,0.019,,,,,,
192,Cuba,poul,53.8,82.28,1.5285,,,,,,,,,0.0,0.6515,0.877,112.61,2.092,3.6204
192,Cuba,rice,82.6,518.68,6.28,0.0139,0.0627,0.0227,2.7796,2.9947,0.0039,0.1777,0.2247,,,,,,
192,Cuba,shee,11.9,262.57,22.1004,,,,,,,,,13.9791,0.5579,7.5634,4.37,0.3678,22.4682
192,Cuba,sorg,2.8,4.83,1.7376,0.0104,0.036,0.0081,0.0,1.5217,0.0005,0.0835,0.0774,,,,,,
192,Cuba,sugc,8773.4,1314.3,0.1498,0.0011,0.0032,0.0042,0.0,0.1044,0.0001,0.0065,0.0303,,,,,,
196,Cyprus,barl,6.1,3.82,0.6213,0.3566,0.1418,0.0609,0.0,0.0,0.0594,0.0026,0.0,,,,,,
196,Cyprus,bcat,4.9,25.23,5.1248,,,,,,,,,3.4426,0.2095,1.4727,0.11,0.0226,5.1473
196,Cyprus,dcat,284.3,33.9,0.1192,,,,,,,,,0.0802,0.006,0.033,0.77,0.0027,0.1219
196,Cyprus,goat,31.2,24.65,0.7906,,,,,,,,,0.4983,0.0254,0.2669,0.23,0.0075,0.7981
196,Cyprus,pigs,33.8,55.3,1.6366,,,,,,,,,0.1461,1.4905,0.0,1.15,0.0341,1.6707
196,Cyprus,pota,73.9,4.87,0.0659,0.053,0.003,0.0021,0.0,0.0,0.0078,0.0,0.0,,,,,,
196,Cyprus,poul,25.4,7.75,0.3056,,,,,,,,,0.0,0.1033,0.2023,0.51,0.0202,0.3257
196,Cyprus,shee,47.4,29.51,0.623,,,,,,,,,0.4232,0.019,0.1808,0.32,0.0068,0.6298
196,Cyprus,whea,19.5,4.87,0.2493,0.1718,0.0358,0.0125,0.0,0.0,0.0283,0.0009,0.0,,,,,,
203,Czechia,barl,1718.6,277.98,0.1618,0.0835,0.0162,0.0142,0.0,0.0051,0.0139,0.0002,0.0286,,,,,,
203,Czechia,bcat,76.8,1977.81,25.7605,,,,,,,,,20.721,3.6928,1.3467,58.81,0.766,26.5265
203,Czechia,dcat,3678.9,1250.02,0.3398,,,,,,,,,0.2759,0.0506,0.0133,301.78,0.082,0.4218
203,Czechia,goat,1.1,0.52,0.4886,,,,,,,,,0.2771,0.011,0.2005,0.05,0.0518,0.5403
203,Czechia,maiz,765.1,84.52,0.1105,0.0646,0.0098,0.007,0.0,0.0008,0.0136,0.0001,0.0146,,,,,,
203,Czechia,pigs,224.1,246.02,1.0976,,,,,,,,,0.2849,0.8128,0.0,197.91,0.883,1.9806
203,Czechia,pota,688.2,25.75,0.0374,0.0218,0.0033,0.0026,0.0,0.0009,0.0035,0.0,0.0053,,,,,,
203,Czechia,poul,175.9,83.49,0.4746,,,,,,,,,0.0,0.4688,0.0058,103.05,0.5858,1.0605
203,Czechia,rape,964.7,371.88,0.3855,0.2513,0.0315,0.0162,0.0,0.0098,0.0426,0.0005,0.0337,,,,,,
203,Czechia,shee,3.0,59.1,19.4974,,,,,,,,,14.1499,0.8992,4.4483,0.9,0.2968,19.7942
203,Czechia,soyb,78.2,8.34,0.1066,0.0523,0.0184,0.0077,0.0,0.0018,0.0097,0.0001,0.0167,,,,,,
203,Czechia,whea,4678.9,841.97,0.18,0.1089,0.015,0.011,0.0,0.0047,0.0174,0.0003,0.0228,,,,,,
204,Benin,bcat,47.2,2398.88,50.8078,,,,,,,,,33.547,1.2716,15.9892,0.5,0.0107,50.8185
204,Benin,bean,8.5,3.1,0.363,0.0467,0.1785,0.0894,0.0,0.0,0.0029,0.0455,0.0,,,,,,
204,Benin,cass,4469.7,128.23,0.0287,0.0014,0.0029,0.0071,0.0,0.0166,0.0001,0.0007,0.0,,,,,,
204,Benin,cott,615.1,310.27,0.5044,0.353,0.0637,0.0419,0.0,0.018,0.0164,0.0114,0.0,,,,,,
204,Benin,dcat,149.1,1064.36,7.1397,,,,,,,,,4.8822,0.1417,2.1158,0.17,0.0011,7.1408
204,Benin,goat,52.9,873.73,16.5154,,,,,,,,,9.6055,0.4569,6.453,0.17,0.0031,16.5186
204,Benin,grou,222.9,38.6,0.1731,0.0056,0.0331,0.0453,0.0,0.0812,0.0002,0.0077,0.0,,,,,,
204,Benin,maiz,2077.7,432.67,0.2082,0.0219,0.0314,0.0166,0.0,0.1313,0.001,0.006,0.0,,,,,,
204,Benin,oilp,736.7,30.23,0.041,0.0032,0.0024,0.0,0.0,0.0353,0.0001,0.0,0.0,,,,,,
204,Benin,pigs,13.7,182.26,13.329,,,,,,,,,1.8739,11.455,0.0,0.16,0.0114,13.3404
204,Benin,pota,53.5,0.14,0.0026,0.0001,0.0018,0.0007,0.0,0.0,0.0,0.0,0.0,,,,,,
204,Benin,poul,39.6,97.39,2.4618,,,,,,,,,0.0,0.3663,2.0956,0.29,0.0073,2.4691
204,Benin,rice,518.2,305.91,0.5903,0.0037,0.0102,0.0114,0.542,0.02,0.0004,0.0026,0.0,,,,,,
204,Benin,shee,13.5,636.25,47.2983,,,,,,,,,29.869,1.4348,15.9944,0.09,0.0064,47.3046
204,Benin,sorg,304.6,19.22,0.0631,0.0067,0.0332,0.0153,0.0,0.0015,0.0003,0.0061,0.0,,,,,,
204,Benin,soyb,638.0,32.23,0.0505,0.007,0.0191,0.014,0.0,0.0075,0.0003,0.0026,0.0,,,,,,
204,Benin,sugc,90.2,1.45,0.0161,0.0041,0.0043,0.0046,0.0,0.0028,0.0002,0.0002,0.0,,,,,,
208,Denmark,barl,2744.9,2198.96,0.8011,0.102,0.0865,0.0191,0.0,0.5673,0.0017,0.0002,0.0243,,,,,,
208,Denmark,bcat,105.3,1552.87,14.7438,,,,,,,,,11.5796,1.9037,1.2605,206.83,1.9638,16.7076
208,Denmark,dcat,5096.0,1988.58,0.3902,,,,,,,,,0.2959,0.0739,0.0204,1119.68,0.2197,0.6099
208,Denmark,maiz,47.7,21.05,0.4416,0.0324,0.0506,0.0058,0.0,0.3447,0.0003,0.0,0.0078,,,,,,
208,Denmark,pigs,1143.4,2405.15,2.1035,,,,,,,,,0.384,1.7195,0.0,3063.1,2.6789,4.7824
208,Denmark,pota,2929.0,520.09,0.1776,0.0204,0.0132,0.0025,0.0,0.1377,0.0003,0.0,0.0033,,,,,,
208,Denmark,poul,222.1,52.41,0.236,,,,,,,,,0.0,0.2281,0.0079,346.08,1.558,1.794
208,Denmark,rape,607.3,551.89,0.9088,0.2141,0.0935,0.0133,0.0,0.5669,0.0038,0.0003,0.0168,,,,,,
208,Denmark,whea,2945.2,2323.26,0.7888,0.1757,0.0738,0.0154,0.0,0.501,0.0029,0.0003,0.0197,,,,,,
212,Dominica,dcat,4.5,10.89,2.4084,,,,,,,,,2.0784,0.0484,0.2816,0.0,0.0,2.4084
212,Dominica,sugc,3.1,0.05,0.0167,0.0014,0.0023,0.0045,0.0,0.0,0.0,0.0,0.0086,,,,,,
214,Dominican Republic,bcat,62.6,4572.93,73.0626,,,,,,,,,55.8187,1.1165,16.1273,4.37,0.0698,73.1324
214,Dominican Republic,bean,43.9,52.55,1.1972,0.6911,0.3431,0.0238,0.0,0.0027,0.1163,0.0201,0.0,,,,,,
214,Dominican Republic,cass,244.6,16.23,0.0664,0.0194,0.0374,0.0048,0.0,0.0003,0.0034,0.001,0.0,,,,,,
214,Dominican Republic,coco,50.5,101.84,2.0172,0.8077,1.0701,0.0,0.0,0.0078,0.1316,0.0,0.0,,,,,,
214,Dominican Republic,coff,13.5,64.26,4.7421,2.8832,1.3767,0.0,0.0,0.0105,0.4717,0.0,0.0,,,,,,
214,Dominican Republic,dcat,811.6,1177.73,1.4512,,,,,,,,,1.2423,0.0313,0.1775,6.84,0.0084,1.4596
214,Dominican Republic,grou,9.2,4.38,0.4745,0.2708,0.1027,0.0403,0.0,0.0015,0.0453,0.0139,0.0,,,,,,
214,Dominican Republic,maiz,86.7,40.91,0.4718,0.2963,0.1059,0.0106,0.0,0.0011,0.0507,0.0072,0.0,,,,,,
214,Dominican Republic,oilp,302.1,81.21,0.2688,0.2137,0.022,0.0,0.0,0.0003,0.0328,0.0,0.0,,,,,,
214,Dominican Republic,pigs,58.5,136.64,2.3374,,,,,,,,,0.4544,1.883,0.0,6.02,0.103,2.4404
214,Dominican Republic,pota,122.0,20.28,0.1663,0.1306,0.0138,0.0028,0.0,0.0,0.0191,0.0,0.0,,,,,,
214,Dominican Republic,poul,643.8,464.14,0.721,,,,,,,,,0.0,0.2789,0.4421,25.89,0.0402,0.7612
214,Dominican Republic,rice,933.5,807.59,0.8651,0.2184,0.0218,0.0101,0.5197,0.0008,0.0881,0.0062,0.0,,,,,,
214,Dominican Republic,sugc,4460.7,224.01,0.0502,0.0302,0.0091,0.0048,0.0,0.0001,0.005,0.0011,0.0,,,,,,
218,Ecuador,barl,10.4,4.28,0.4138,0.0135,0.3153,0.0321,0.0,0.0,0.0016,0.0011,0.0501,,,,,,
218,Ecuador,bcat,233.6,5551.05,23.7664,,,,,,,,,18.2701,0.3678,5.1285,47.8,0.2047,23.971
218,Ecuador,bean,18.7,6.5,0.3475,0.0648,0.2092,0.0275,0.0,0.003,0.0084,0.0021,0.0325,,,,,,
218,Ecuador,cass,87.5,13.02,0.1487,0.0013,0.0274,0.0086,0.0,0.1062,0.0001,0.0005,0.0046,,,,,,
218,Ecuador,coco,386.5,274.32,0.7098,0.0155,0.1087,0.0,0.0,0.5837,0.0019,0.0,0.0,,,,,,
218,Ecuador,coff,6.7,3.44,0.5129,0.0475,0.196,0.0,0.0,0.2578,0.0116,0.0,0.0,,,,,,
218,Ecuador,cott,3.4,1.32,0.3861,0.1019,0.0394,0.0253,0.0,0.192,0.0155,0.0038,0.0082,,,,,,
218,Ecuador,dcat,1897.2,1815.88,0.9571,,,,,,,,,0.8221,0.0209,0.1141,54.48,0.0287,0.9859
218,Ecuador,goat,1.1,4.56,4.2587,,,,,,,,,2.4601,0.0968,1.7019,0.04,0.0373,4.296
218,Ecuador,grou,2.8,4.03,1.42,0.1626,0.338,0.1856,0.0,0.5714,0.0217,0.0233,0.1174,,,,,,
218,Ecuador,maiz,1163.6,279.45,0.2402,0.0645,0.0275,0.0124,0.0,0.1217,0.0077,0.0015,0.0049,,,,,,
218,Ecuador,oilp,2562.9,423.1,0.1651,0.0105,0.0023,0.0,0.0,0.1512,0.0011,0.0,0.0,,,,,,
218,Ecuador,pigs,216.7,126.51,0.5837,,,,,,,,,0.1129,0.4708,0.0,31.52,0.1454,0.7291
218,Ecuador,pota,211.0,23.36,0.1107,0.0419,0.0293,0.0073,0.0,0.0116,0.0048,0.0001,0.0156,,,,,,
218,Ecuador,poul,719.4,409.44,0.5692,,,,,,,,,0.0,0.2249,0.3442,100.35,0.1395,0.7087
218,Ecuador,rcof,2.0,11.72,5.919,0.1023,0.2818,0.0,0.0,5.5247,0.0102,0.0,0.0,,,,,,
218,Ecuador,rice,1498.0,866.71,0.5786,0.0243,0.0154,0.0085,0.4198,0.1038,0.0042,0.0009,0.0016,,,,,,
218,Ecuador,rubb,19.1,14.33,0.7499,0.015,0.0573,0.0,0.0,0.6762,0.0014,0.0,0.0,,,,,,
218,Ecuador,shee,9.4,90.57,9.6595,,,,,,,,,6.0759,0.1996,3.384,0.69,0.0738,9.7333
218,Ecuador,sorg,13.3,3.04,0.2289,0.0258,0.0879,0.0144,0.0,0.0776,0.0039,0.0023,0.0171,,,,,,
218,Ecuador,soyb,23.9,15.87,0.6643,0.0131,0.0467,0.0353,0.0,0.5584,0.0014,0.0046,0.0048,,,,,,
218,Ecuador,sugc,6269.8,429.14,0.0684,0.0022,0.0027,0.0069,0.0,0.056,0.0003,0.0001,0.0003,,,,,,
218,Ecuador,whea,7.4,2.27,0.3041,0.0143,0.158,0.0276,0.0,0.0,0.0019,0.0011,0.1012,,,,,,
222,El Salvador,bcat,15.4,736.67,47.8366,,,,,,,,,37.0345,0.6851,10.117,9.06,0.5883,48.4249
222,El Salvador,bean,93.7,22.5,0.2402,0.0613,0.0726,0.0292,0.0,0.0601,0.0041,0.0087,0.0041,,,,,,
222,El Salvador,cass,20.8,0.5,0.024,0.005,0.0049,0.0054,0.0,0.0076,0.0002,0.0003,0.0007,,,,,,
222,El Salvador,coff,32.0,53.71,1.6784,0.8788,0.2751,0.0,0.0,0.4687,0.0558,0.0,0.0,,,,,,
222,El Salvador,dcat,377.6,716.82,1.8981,,,,,,,,,1.6385,0.0383,0.2214,23.17,0.0614,1.9595
222,El Salvador,maiz,695.3,145.01,0.2086,0.1163,0.0271,0.013,0.0,0.0391,0.0073,0.0037,0.0019,,,,,,
222,El Salvador,pigs,6.8,29.7,4.37,,,,,,,,,0.9037,3.4663,0.0,3.78,0.5561,4.9261
222,El Salvador,pota,4.9,0.06,0.0114,0.0052,0.0026,0.0034,0.0,0.0,0.0001,0.0,0.0,,,,,,
222,El Salvador,poul,221.2,51.52,0.2329,,,,,,,,,0.0,0.0853,0.1475,76.55,0.346,0.5789
222,El Salvador,rice,10.8,13.61,1.2563,0.0582,0.031,0.0183,1.1072,0.0283,0.0068,0.0055,0.001,,,,,,
222,El Salvador,sorg,81.5,14.85,0.1823,0.0423,0.0498,0.0256,0.0,0.05,0.0026,0.0088,0.0032,,,,,,
222,El Salvador,soyb,4.7,0.66,0.1405,0.0086,0.0366,0.0225,0.0,0.0641,0.0,0.0068,0.0019,,,,,,
222,El Salvador,sugc,6520.6,86.05,0.0132,0.006,0.001,0.0043,0.0,0.0008,0.0004,0.0003,0.0003,,,,,,
226,Equatorial Guinea,cass,109.9,1.88,0.0172,0.0026,0.0013,0.0107,0.0,0.0021,0.0002,0.0002,0.0,,,,,,
226,Equatorial Guinea,grou,5.2,0.21,0.0394,0.0027,0.004,0.0307,0.0,0.0,0.0003,0.0016,0.0,,,,,,
226,Equatorial Guinea,maiz,4.3,0.19,0.0437,0.016,0.0061,0.0182,0.0,0.0,0.0021,0.0012,0.0,,,,,,
226,Equatorial Guinea,oilp,36.7,0.39,0.0105,0.002,0.0021,0.0,0.0,0.0063,0.0001,0.0,0.0,,,,,,
226,Equatorial Guinea,rcof,3.7,0.52,0.1409,0.097,0.0283,0.0,0.0,0.007,0.0087,0.0,0.0,,,,,,
231,Ethiopia,barl,2516.9,305.33,0.1213,0.0702,0.0224,0.0163,0.0,0.0077,0.0037,0.001,0.0,,,,,,
231,Ethiopia,bcat,429.1,80382.96,187.3079,,,,,,,,,123.9079,4.549,58.851,88.33,0.2058,187.5137
231,Ethiopia,bean,604.9,69.89,0.1155,0.0174,0.0666,0.0153,0.0,0.0131,0.0006,0.0025,0.0,,,,,,
231,Ethiopia,cass,13.4,0.42,0.0314,0.0,0.0067,0.0052,0.0,0.0161,0.0,0.0033,0.0,,,,,,
231,Ethiopia,coff,584.6,113.4,0.194,0.0341,0.0922,0.0,0.0,0.0656,0.0021,0.0,0.0,,,,,,
231,Ethiopia,cott,174.2,100.58,0.5774,0.1273,0.0365,0.0253,0.0,0.3751,0.0047,0.0085,0.0,,,,,,
231,Ethiopia,dcat,3468.4,14052.69,4.0516,,,,,,,,,2.7751,0.078,1.1984,80.13,0.0231,4.0747
231,Ethiopia,goat,214.9,12187.47,56.7031,,,,,,,,,33.2444,1.2036,22.2551,10.9,0.0507,56.7538
231,Ethiopia,grou,122.3,45.97,0.3758,0.0846,0.1023,0.0402,0.0,0.1395,0.0039,0.0052,0.0,,,,,,
231,Ethiopia,maiz,11645.8,990.44,0.085,0.0411,0.0192,0.0077,0.0,0.0143,0.0016,0.0011,0.0,,,,,,
231,Ethiopia,olvs,275.8,7894.67,28.6208,,,,,,,,,19.0443,1.5433,8.0332,9.21,0.0334,28.6542
231,Ethiopia,pota,4088.8,97.31,0.0238,0.0183,0.003,0.0009,0.0,0.0007,0.0007,0.0,0.0,,,,,,
231,Ethiopia,poul,106.6,226.24,2.1227,,,,,,,,,0.0,0.3688,1.7538,18.81,0.1765,2.2992
231,Ethiopia,rape,22.0,13.95,0.6349,0.4678,0.0723,0.0301,0.0,0.0458,0.0178,0.0011,0.0,,,,,,
231,Ethiopia,rice,281.9,122.91,0.436,0.0688,0.064,0.0075,0.0991,0.1866,0.0031,0.007,0.0,,,,,,
231,Ethiopia,shee,198.2,9143.79,46.1416,,,,,,,,,29.3837,1.0788,15.6791,12.52,0.0632,46.2048
231,Ethiopia,sorg,4041.3,448.06,0.1109,0.0237,0.0319,0.0137,0.0,0.0365,0.0013,0.0038,0.0,,,,,,
231,Ethiopia,soyb,238.7,20.49,0.0858,0.0421,0.0207,0.0116,0.0,0.0067,0.0014,0.0032,0.0,,,,,,
231,Ethiopia,sugc,996.5,51.56,0.0517,0.0318,0.0029,0.0052,0.0,0.0108,0.001,0.0002,0.0,,,,,,
231,Ethiopia,whea,6185.3,737.93,0.1193,0.0736,0.022,0.0096,0.0,0.0084,0.0045,0.0012,0.0,,,,,,
232,Eritrea,barl,63.2,5.79,0.0915,0.0075,0.0643,0.0165,0.0,0.0,0.0015,0.0017,0.0,,,,,,
232,Eritrea,bcat,24.9,1799.1,72.3389,,,,,,,,,47.7901,1.768,22.7808,0.05,0.0021,72.341
232,Eritrea,dcat,118.3,1266.47,10.702,,,,,,,,,7.3213,0.2075,3.1732,0.03,0.0003,10.7022
232,Eritrea,goat,16.6,448.77,27.1111,,,,,,,,,15.789,0.7141,10.608,0.01,0.0006,27.1116
232,Eritrea,grou,2.1,0.31,0.1509,0.0059,0.1041,0.0331,0.0,0.0,0.0,0.0078,0.0,,,,,,
232,Eritrea,maiz,22.7,3.44,0.1511,0.0173,0.1142,0.0124,0.0,0.0,0.0028,0.0043,0.0,,,,,,
232,Eritrea,olvs,11.9,22.59,1.8969,,,,,,,,,1.5234,0.0866,0.287,0.01,0.0005,1.8974
232,Eritrea,poul,2.7,5.11,1.9035,,,,,,,,,0.0,0.3077,1.5958,0.01,0.0022,1.9057
232,Eritrea,shee,12.9,523.83,40.472,,,,,,,,,25.5868,1.1821,13.7032,0.01,0.0007,40.4727
232,Eritrea,sorg,155.3,21.81,0.1404,0.0066,0.0987,0.0236,0.0,0.0,0.0012,0.0103,0.0,,,,,,
232,Eritrea,whea,24.7,3.02,0.1222,0.0163,0.0887,0.014,0.0,0.0,0.0032,0.0001,0.0,,,,,,
233,Estonia,barl,310.4,899.74,2.8982,0.1567,0.02,0.0235,0.0,2.697,0.0007,0.0002,0.0,,,,,,
233,Estonia,bcat,7.6,313.56,41.0013,,,,,,,,,32.018,5.539,3.4443,87.01,11.3777,52.379
233,Estonia,dcat,923.7,334.66,0.3623,,,,,,,,,0.2723,0.0715,0.0185,898.88,0.9731,1.3354
233,Estonia,pigs,41.2,69.19,1.6813,,,,,,,,,0.2948,1.3865,0.0,463.62,11.2651,12.9464
233,Estonia,pota,70.3,23.03,0.3277,0.0018,0.0024,0.0031,0.0,0.3203,0.0,0.0001,0.0,,,,,,
233,Estonia,poul,34.5,5.93,0.1719,,,,,,,,,0.0,0.167,0.0049,234.69,6.8005,6.9723
233,Estonia,rape,96.1,521.7,5.4285,0.459,0.0399,0.0326,0.0,4.8941,0.0022,0.0007,0.0,,,,,,
233,Estonia,whea,746.0,1308.24,1.7537,0.1556,0.0117,0.0121,0.0,1.5734,0.0008,0.0002,0.0,,,,,,
234,Faroe Islands,dcat,5.6,3.78,0.6732,,,,,,,,,0.5064,0.1324,0.0344,0.0,0.0,0.6732
242,Fiji,bcat,3.3,134.09,41.023,,,,,,,,,29.2752,1.8016,9.9462,0.29,0.0898,41.1128
242,Fiji,cass,109.8,0.95,0.0087,0.0032,0.0013,0.0033,0.0,0.0009,0.0,0.0,0.0,,,,,,
242,Fiji,dcat,9.5,121.2,12.7025,,,,,,,,,8.0869,2.5745,2.0411,0.17,0.0177,12.7202
242,Fiji,maiz,2.3,0.22,0.0939,0.0559,0.0057,0.0064,0.0,0.0259,0.0,0.0,0.0,,,,,,
242,Fiji,pigs,2.2,24.0,10.8209,,,,,,,,,0.7133,10.1076,0.0,0.26,0.1186,10.9395
242,Fiji,poul,44.5,8.12,0.1822,,,,,,,,,0.0,0.1661,0.0161,3.19,0.0716,0.2537
242,Fiji,rice,1.3,0.34,0.2559,0.0043,0.0007,0.0053,0.2366,0.0091,0.0,0.0,0.0,,,,,,
242,Fiji,sugc,1031.9,16.59,0.0161,0.0075,0.0026,0.0048,0.0,0.0012,0.0,0.0,0.0,,,,,,
246,Finland,barl,1128.3,3551.25,3.1475,0.2688,0.023,0.0263,0.0,2.772,0.0274,0.0001,0.0299,,,,,,
246,Finland,bcat,83.2,1042.36,12.525,,,,,,,,,9.7417,1.7117,1.0715,508.9,6.1149,18.6399
246,Finland,dcat,2140.0,989.01,0.4621,,,,,,,,,0.3458,0.0923,0.0241,1640.21,0.7664,1.2286
246,Finland,pigs,148.5,225.61,1.5195,,,,,,,,,0.2626,1.2568,0.0,1159.13,7.8065,9.3259
246,Finland,pota,539.8,157.06,0.291,0.0255,0.0106,0.0038,0.0,0.2438,0.0026,0.0,0.0047,,,,,,
246,Finland,poul,205.0,34.34,0.1675,,,,,,,,,0.0,0.1622,0.0053,1033.62,5.043,5.2105
246,Finland,rape,46.6,216.12,4.634,0.6304,0.0377,0.028,0.0,3.8534,0.0638,0.0001,0.0207,,,,,,
246,Finland,whea,731.5,2206.27,3.016,0.329,0.018,0.0169,0.0,2.6002,0.0337,0.0001,0.0181,,,,,,
250,France,barl,9609.1,2349.74,0.2445,0.11,0.0413,0.0219,0.0,0.0579,0.0111,0.0002,0.0021,,,,,,
250,France,bcat,1286.2,26492.79,20.598,,,,,,,,,15.9458,2.9267,1.7255,1458.5,1.134,21.7319
250,France,dcat,23994.9,13389.58,0.558,,,,,,,,,0.4158,0.1138,0.0285,2993.13,0.1247,0.6828
250,France,goat,704.2,320.35,0.4549,,,,,,,,,0.2514,0.0092,0.1943,194.02,0.2755,0.7305
250,France,maiz,14374.7,1689.1,0.1175,0.0474,0.0242,0.0086,0.0,0.0297,0.0051,0.0003,0.0021,,,,,,
250,France,pigs,2020.4,2830.02,1.4007,,,,,,,,,0.2424,1.1583,0.0,2536.17,1.2553,2.656
250,France,pota,9103.1,225.69,0.0248,0.0044,0.0048,0.003,0.0,0.0114,0.0004,0.0,0.0007,,,,,,
250,France,poul,1656.8,749.76,0.4525,,,,,,,,,0.0,0.4346,0.0179,1337.55,0.8073,1.2598
250,France,rape,3901.6,1561.81,0.4003,0.2237,0.0582,0.0159,0.0,0.0772,0.0234,0.0002,0.0016,,,,,,
250,France,rice,69.7,15.65,0.2246,0.0153,0.0117,0.0027,0.1837,0.0073,0.0029,0.001,0.0,,,,,,
250,France,shee,403.5,1999.15,4.9546,,,,,,,,,3.5048,0.1658,1.284,143.84,0.3565,5.3111
250,France,sorg,445.4,75.26,0.169,0.0906,0.0288,0.0146,0.0,0.0225,0.0108,0.0008,0.0009,,,,,,
250,France,soyb,396.9,155.59,0.392,0.2357,0.0736,0.0226,0.0,0.0355,0.0225,0.0015,0.0007,,,,,,
250,France,whea,26289.5,8182.22,0.3112,0.1716,0.0551,0.0184,0.0,0.0478,0.0166,0.0004,0.0014,,,,,,
254,French Guiana,cass,3.4,0.7,0.2086,0.0285,0.0009,0.0059,0.0,0.1537,0.0028,0.0168,0.0,,,,,,
262,Djibouti,bcat,6.2,354.22,57.4243,,,,,,,,,37.9261,1.4014,18.0968,0.0,0.0,57.4243
262,Djibouti,bean,4.7,2.23,0.4753,0.0071,0.4207,0.0417,0.0,0.0,0.0016,0.0042,0.0,,,,,,
262,Djibouti,dcat,9.5,48.73,5.1356,,,,,,,,,3.5112,0.1,1.5244,0.0,0.0,5.1356
262,Djibouti,goat,2.5,127.53,50.2908,,,,,,,,,29.2801,1.3231,19.6876,0.0,0.0,50.2908
