m49,country,commodity,production_kt,emissions_total_kt,ef_total_kgCO2e_per_kg,ef_fer_kgCO2e_per_kg,ef_man_kgCO2e_per_kg,ef_res_kgCO2e_per_kg,ef_rice_kgCO2e_per_kg,ef_peat_kgCO2e_per_kg,ef_urea_kgCO2e_per_kg,ef_burn_kgCO2e_per_kg,ef_ent_kgCO2e_per_kg,ef_mms_kgCO2e_per_kg,ef_prp_kgCO2e_per_kg
84,Belize,sorg,12.2,46.66,3.8155,0.325,0.0094,0.0124,0.0,3.3953,0.0209,0.0525,,,
84,Belize,soyb,13.3,102.92,7.7555,0.1081,0.0238,0.0243,0.0,7.5231,0.0068,0.0695,,,
84,Belize,sugc,1739.4,287.44,0.1653,0.0305,0.0008,0.0043,0.0,0.1243,0.0019,0.0034,,,
90,Solomon Islands,dcat,2.0,6.08,2.9926,,,,,,,,1.8517,0.6547,0.4862
90,Solomon Islands,oilp,103.4,0.7,0.0068,0.0025,0.0042,0.0,0.0,0.0,0.0001,0.0,,,
90,Solomon Islands,pigs,1.7,16.0,9.6964,,,,,,,,0.5964,9.1,0.0
90,Solomon Islands,rice,1.0,0.28,0.2696,0.0029,0.0157,0.0127,0.2343,0.0,0.0,0.0039,,,
96,Brunei Darussalam,bcat,1.6,0.92,0.5923,,,,,,,,0.4432,0.071,0.0781
96,Brunei Darussalam,oilp,221.9,7.56,0.0341,0.0246,0.0054,0.0,0.0,0.0,0.004,0.0,,,
96,Brunei Darussalam,poul,40.0,49.79,1.2458,,,,,,,,0.0,0.4473,0.7985
96,Brunei Darussalam,rice,5.8,4.61,0.7912,0.0447,0.0412,0.0096,0.5701,0.1108,0.0107,0.0041,,,
100,Bulgaria,barl,565.0,138.2,0.2446,0.0946,0.0064,0.0155,0.0,0.0977,0.0262,0.0042,,,
100,Bulgaria,bcat,17.9,689.77,38.5775,,,,,,,,30.7381,5.7027,2.1366
100,Bulgaria,buff,15.3,35.54,2.3246,,,,,,,,1.8939,0.2602,0.1706
100,Bulgaria,cott,12.7,6.98,0.5493,0.3311,0.0212,0.0304,0.0,0.0853,0.0738,0.0074,,,
100,Bulgaria,dcat,889.3,804.59,0.9048,,,,,,,,0.7291,0.1384,0.0372
100,Bulgaria,goat,37.1,70.07,1.8871,,,,,,,,1.0483,0.05,0.7888
100,Bulgaria,maiz,2998.9,551.24,0.1838,0.0623,0.0042,0.0086,0.0,0.0862,0.0169,0.0057,,,
100,Bulgaria,pigs,65.5,95.74,1.4608,,,,,,,,0.3675,1.0933,0.0
100,Bulgaria,pota,210.8,7.36,0.0349,0.0108,0.0024,0.0032,0.0,0.0156,0.0025,0.0004,,,
100,Bulgaria,poul,85.1,91.18,1.0717,,,,,,,,0.0,1.0607,0.011
100,Bulgaria,rape,283.2,124.32,0.439,0.1382,0.0141,0.0189,0.0,0.2218,0.0382,0.0078,,,
100,Bulgaria,rice,72.1,75.79,1.0517,0.0604,0.0072,0.0088,0.9358,0.0188,0.0173,0.0033,,,
100,Bulgaria,shee,87.9,407.79,4.6382,,,,,,,,3.3186,0.2173,1.1023
100,Bulgaria,sorg,11.3,2.91,0.2578,0.0676,0.0121,0.0137,0.0,0.138,0.0176,0.0089,,,
100,Bulgaria,soyb,5.9,2.0,0.339,0.0385,0.0124,0.0188,0.0,0.2463,0.0083,0.0146,,,
100,Bulgaria,whea,4756.2,1062.67,0.2234,0.0794,0.0066,0.0138,0.0,0.0951,0.0219,0.0066,,,
104,Myanmar,barl,4.0,1.48,0.3747,0.2788,0.0381,0.025,0.0,0.0,0.0298,0.003,,,
104,Myanmar,bcat,110.5,14947.37,135.2213,,,,,,,,101.7995,16.576,16.8458
104,Myanmar,buff,336.6,3866.07,11.4857,,,,,,,,8.7019,1.3642,1.4196
104,Myanmar,cott,260.4,65.73,0.2524,0.1132,0.075,0.033,0.0,0.0031,0.0255,0.0025,,,
104,Myanmar,dcat,1774.6,3497.23,1.9707,,,,,,,,1.3354,0.5282,0.1071
104,Myanmar,goat,18.2,447.58,24.6327,,,,,,,,14.5652,0.6676,9.3999
104,Myanmar,grou,1578.7,270.75,0.1715,0.0317,0.0856,0.0349,0.0,0.0099,0.0068,0.0027,,,
104,Myanmar,maiz,2173.6,290.79,0.1338,0.0681,0.0391,0.0112,0.0,0.003,0.0104,0.0019,,,
104,Myanmar,oilp,163.7,6.93,0.0423,0.0357,0.0004,0.0,0.0,0.0012,0.005,0.0,,,
104,Myanmar,pigs,298.2,1278.39,4.2865,,,,,,,,0.621,3.6654,0.0
104,Myanmar,pota,540.0,52.89,0.0979,0.0614,0.0215,0.004,0.0,0.0013,0.0095,0.0003,,,
104,Myanmar,poul,816.5,322.62,0.3951,,,,,,,,0.0,0.1357,0.2594
104,Myanmar,rape,5.1,2.16,0.4252,0.2606,0.1087,0.0249,0.0,0.0,0.0219,0.0093,,,
104,Myanmar,rice,25979.9,16807.91,0.647,0.0479,0.0241,0.0118,0.5335,0.0109,0.0165,0.0022,,,
104,Myanmar,shee,4.2,87.29,20.5376,,,,,,,,13.5845,0.8447,6.1085
104,Myanmar,sorg,174.6,112.77,0.646,0.4003,0.1249,0.0348,0.0,0.0055,0.0774,0.0032,,,
104,Myanmar,soyb,136.2,62.4,0.4581,0.1926,0.1503,0.035,0.0,0.0423,0.0303,0.0077,,,
104,Myanmar,sugc,11870.4,160.95,0.0136,0.0059,0.0023,0.004,0.0,0.0001,0.001,0.0002,,,
